GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,RCPTOTI,ESTAB,ECTGE20,EMP,PAYANN,EMPAVPW,HOURS,PAYANPW,VALADD,CSTMTOT,RCPTOT,CEXTOT
3100000US36500,36500,"Olympia, WA Metro Area",31-33,Manufacturing,2007,1,189,40,3118,120740,2279,4257,79212,394928,476602,870094,35300
3100000US36540,36540,"Omaha-Council Bluffs, NE-IA Metro Area",31-33,Manufacturing,2007,1,748,233,33757,1377633,24966,52065,870606,5507327,8841926,14272184,393830
3100000US36740,36740,"Orlando-Kissimmee, FL Metro Area",31-33,Manufacturing,2007,0,1473,375,43017,2060158,24645,49017,818556,7951345,6227535,14026984,387006
3100000US36780,36780,"Oshkosh-Neenah, WI Metro Area",31-33,Manufacturing,2007,0,319,156,23777,1149751,16777,33734,732213,3804880,5380260,9198861,266480
3100000US36980,36980,"Owensboro, KY Metro Area",31-33,Manufacturing,2007,0,135,54,9342,424258,7153,14221,289960,1989576,2842356,4765027,131273
3100000US37100,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",31-33,Manufacturing,2007,1,954,266,33602,1643439,20733,43403,729655,5418188,3377134,8769037,237221
3100000US37340,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",31-33,Manufacturing,2007,0,473,119,22772,1172459,10387,20373,420203,4668733,2057234,6767571,150589
3100000US37380,37380,"Palm Coast, FL Metro Area",31-33,Manufacturing,2007,0,52,8,1031,29913,658,1370,19527,142840,92186,235664,15153
3100000US37460,37460,"Panama City-Lynn Haven, FL Metro Area",31-33,Manufacturing,2007,0,116,23,3702,153377,2959,5814,112792,492418,770562,1254295,40466
3100000US37620,37620,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",31-33,Manufacturing,2007,1,178,68,9219,474023,6645,13935,301339,2235831,2981064,5203743,179006
3100000US37700,37700,"Pascagoula, MS Metro Area",31-33,Manufacturing,2007,0,96,26,14386,672161,10024,18174,371597,2751243,D,D,206636
3100000US37860,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",31-33,Manufacturing,2007,0,246,45,5710,271085,4139,8360,165734,604250,1597612,2191924,337002
3100000US37900,37900,"Peoria, IL Metro Area",31-33,Manufacturing,2007,0,362,138,j,D,D,31363,D,D,D,D,D
3100000US37980,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",31-33,Manufacturing,2007,0,5881,1899,224483,12018507,146831,298736,6519860,47023017,75720995,122509805,2832983
3100000US38060,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",31-33,Manufacturing,2007,1,3520,1060,124958,6195174,78613,158192,2994351,22897079,19688026,42331973,1357821
3100000US38220,38220,"Pine Bluff, AR Metro Area",31-33,Manufacturing,2007,0,69,30,5260,173896,4287,8705,127489,783123,700672,1477911,17314
3100000US38300,38300,"Pittsburgh, PA Metro Area",31-33,Manufacturing,2007,1,2755,926,101747,4809818,67655,135645,2682349,19285394,18780608,38078152,1191439
3100000US38340,38340,"Pittsfield, MA Metro Area",31-33,Manufacturing,2007,1,173,49,6204,317083,3747,7615,D,817259,626737,1425512,40892
3100000US38540,38540,"Pocatello, ID Metro Area",31-33,Manufacturing,2007,1,66,19,3320,130498,2727,5541,95394,576267,621135,1206506,42999
3100000US38860,38860,"Portland-South Portland-Biddeford, ME Metro Area",31-33,Manufacturing,2007,1,715,182,26666,1187914,18170,36184,724943,3869080,2863966,6744007,288213
3100000US38900,38900,"Portland-Vancouver-Beaverton, OR-WA Metro Area",31-33,Manufacturing,2007,0,3281,942,110749,5358218,73664,143457,2798223,31290780,16389947,47590743,3193425
3100000US38940,38940,"Port St. Lucie, FL Metro Area",31-33,Manufacturing,2007,1,295,65,6106,231827,4567,8589,152008,942343,843313,1772571,57211
3100000US39100,39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",31-33,Manufacturing,2007,1,554,141,23458,1584056,10096,22145,403666,3250960,2918708,6176507,643185
3100000US39140,39140,"Prescott, AZ Metro Area",31-33,Manufacturing,2007,3,233,41,3618,143584,2602,5240,90175,450793,313639,763989,61174
3100000US39300,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",31-33,Manufacturing,2007,2,2628,791,88819,4034288,57376,112599,1958444,10633979,10126667,20939631,591039
3100000US39340,39340,"Provo-Orem, UT Metro Area",31-33,Manufacturing,2007,1,530,143,18472,815068,13060,26816,511645,3217541,1839416,4867116,D
3100000US39380,39380,"Pueblo, CO Metro Area",31-33,Manufacturing,2007,1,106,32,3838,180341,2720,5621,112983,813191,915592,1705822,46689
3100000US39460,39460,"Punta Gorda, FL Metro Area",31-33,Manufacturing,2007,5,64,3,430,14578,291,492,8412,54848,49358,103749,3278
3100000US39540,39540,"Racine, WI Metro Area",31-33,Manufacturing,2007,0,345,124,17183,890774,10176,20863,432091,4131198,3730818,7863331,145001
3100000US39580,39580,"Raleigh-Cary, NC Metro Area",31-33,Manufacturing,2007,1,810,226,27491,1263721,17985,36327,676867,10848229,6664700,17544033,313630
3100000US39660,39660,"Rapid City, SD Metro Area",31-33,Manufacturing,2007,1,163,37,3201,112325,2183,4292,65948,292159,408296,713797,17797
3100000US39740,39740,"Reading, PA Metro Area",31-33,Manufacturing,2007,1,550,215,32597,1487881,23186,49166,937907,3377141,5322564,8461848,318995
3100000US39820,39820,"Redding, CA Metro Area",31-33,Manufacturing,2007,1,167,32,2794,117121,2049,4050,77633,341879,337216,662910,29503
3100000US39900,39900,"Reno-Sparks, NV Metro Area",31-33,Manufacturing,2007,1,507,150,15502,765787,9926,20410,353300,3556580,2351134,5884338,391280
3100000US40060,40060,"Richmond, VA Metro Area",31-33,Manufacturing,2007,0,1035,317,42516,2196110,30214,62703,1335335,14313198,8557750,22849043,494637
3100000US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",31-33,Manufacturing,2007,1,3668,1186,122090,4855049,89325,179528,2891980,16229986,16376496,32530868,1333192
3100000US40220,40220,"Roanoke, VA Metro Area",31-33,Manufacturing,2007,0,346,128,17968,733015,12922,26688,467689,2181923,2725611,4915021,213826
3100000US40340,40340,"Rochester, MN Metro Area",31-33,Manufacturing,2007,0,160,53,12447,711387,6164,11906,222655,1497878,2680465,4212701,106258
3100000US40380,40380,"Rochester, NY Metro Area",31-33,Manufacturing,2007,1,1333,469,66957,3036882,41303,80716,1550407,12521537,9037955,21530816,634379
3100000US40420,40420,"Rockford, IL Metro Area",31-33,Manufacturing,2007,1,756,275,33901,1742138,23832,47447,1047610,5997925,7618787,13467040,252822
3100000US40580,40580,"Rocky Mount, NC Metro Area",31-33,Manufacturing,2007,1,145,64,12735,500749,9508,19136,337838,1937308,2245279,4183086,90540
3100000US40660,40660,"Rome, GA Metro Area",31-33,Manufacturing,2007,0,109,44,7726,312692,6150,13149,216025,1414494,1917405,3346076,87691
3100000US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",31-33,Manufacturing,2007,1,1598,387,44504,1859318,28158,55719,994505,7183676,5691761,12821780,418277
3100000US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",31-33,Manufacturing,2007,0,219,73,11437,659034,8161,16674,390858,2267745,2322888,4604837,129380
3100000US41060,41060,"St. Cloud, MN Metro Area",31-33,Manufacturing,2007,0,330,121,17503,693967,13446,26740,474412,2167506,2427175,4584641,133033
3100000US41100,41100,"St. George, UT Metro Area",31-33,Manufacturing,2007,3,154,37,3225,117420,2407,4682,71771,307145,318322,609632,74952
3100000US41140,41140,"St. Joseph, MO-KS Metro Area",31-33,Manufacturing,2007,0,126,54,9871,413365,7353,16167,248958,1734705,3199568,4934803,D
3100000US41180,41180,"St. Louis, MO-IL Metro Area",31-33,Manufacturing,2007,0,2976,983,132161,6916184,94078,184705,4417342,27860400,43015545,67121113,D
3100000US41420,41420,"Salem, OR Metro Area",31-33,Manufacturing,2007,1,448,123,12783,438063,9960,19545,287110,1699086,1569935,3262041,84616
3100000US41500,41500,"Salinas, CA Metro Area",31-33,Manufacturing,2007,2,301,57,7333,268440,5136,10652,155914,1091003,1171155,2227640,55845
3100000US41540,41540,"Salisbury, MD Metro Area",31-33,Manufacturing,2007,2,100,37,h,D,3405,6013,D,D,D,1124339,39058
3100000US41620,41620,"Salt Lake City, UT Metro Area",31-33,Manufacturing,2007,1,1560,461,53639,2442007,34531,67356,1209371,9372301,10340962,19597622,647678
3100000US41660,41660,"San Angelo, TX Metro Area",31-33,Manufacturing,2007,1,121,26,2932,114030,2364,5268,79253,442791,450014,877769,21686
3100000US41700,41700,"San Antonio, TX Metro Area",31-33,Manufacturing,2007,1,1332,385,48294,1869884,34122,70762,1095514,6003934,9978799,15945699,402625
3100000US41740,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",31-33,Manufacturing,2007,2,3182,835,102168,5244559,60920,119432,2290038,16407838,11497083,27541073,799507
3100000US41780,41780,"Sandusky, OH Metro Area",31-33,Manufacturing,2007,2,110,47,7149,344866,5182,10203,226090,1043528,1290207,2329903,38224
3100000US41860,41860,"San Francisco-Oakland-Fremont, CA Metro Area",31-33,Manufacturing,2007,1,4462,1193,143318,8277120,85840,165956,3533593,39395370,39326079,77651201,3203402
3100000US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",31-33,Manufacturing,2007,2,2683,840,145580,10397911,65652,130552,3103464,27304590,18335321,45719065,1883046
3100000US42020,42020,"San Luis Obispo-Paso Robles, CA Metro Area",31-33,Manufacturing,2007,1,377,73,6517,260358,3954,7389,131946,1035331,1542057,2548202,49037
3100000US42060,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",31-33,Manufacturing,2007,1,505,135,13149,676768,7169,14070,273321,2056506,1122836,3174119,109518
3100000US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",31-33,Manufacturing,2007,2,329,68,6689,301601,3910,7724,135072,817698,682326,1502419,41090
3100000US42140,42140,"Santa Fe, NM Metro Area",31-33,Manufacturing,2007,5,153,12,980,34524,633,1142,19021,D,D,D,D
3100000US42220,42220,"Santa Rosa-Petaluma, CA Metro Area",31-33,Manufacturing,2007,1,885,232,24077,1201182,12820,24108,440242,3495260,2489177,5841879,242521
3100000US42260,42260,"Sarasota-Bradenton-Venice, FL Metro Area",31-33,Manufacturing,2007,1,630,142,17798,763136,11161,22855,396042,2254529,2131840,4351739,159028
3100000US42340,42340,"Savannah, GA Metro Area",31-33,Manufacturing,2007,0,226,73,15650,899202,11701,24061,605069,4206977,4252628,8463530,266156
3100000US42540,42540,"Scranton--Wilkes-Barre, PA Metro Area",31-33,Manufacturing,2007,1,649,246,32526,1238381,25111,51269,829164,6223728,4944907,11135448,424204
3100000US42660,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",31-33,Manufacturing,2007,5,4024,1131,165676,8809414,100146,193294,4038830,36280895,29304032,64901702,1335199
3100000US42680,42680,"Sebastian-Vero Beach, FL Metro Area",31-33,Manufacturing,2007,1,99,19,2179,87681,1621,2500,56728,241317,181487,413041,20098
3100000US43100,43100,"Sheboygan, WI Metro Area",31-33,Manufacturing,2007,1,246,107,18774,815955,13613,26696,485964,2645085,3568986,6126057,151885
3100000US43300,43300,"Sherman-Denison, TX Metro Area",31-33,Manufacturing,2007,1,132,47,6148,293694,4679,9516,161778,1326651,1213237,2542832,84898
3100000US43340,43340,"Shreveport-Bossier City, LA Metro Area",31-33,Manufacturing,2007,0,303,94,12519,614989,9529,20314,448300,3094213,5852031,8801479,384441
3100000US43580,43580,"Sioux City, IA-NE-SD Metro Area",31-33,Manufacturing,2007,0,166,78,j,408890,D,18671,D,D,D,D,82644
3100000US43620,43620,"Sioux Falls, SD Metro Area",31-33,Manufacturing,2007,1,264,81,13300,541427,10165,21629,371574,1807040,2253406,4044174,134727
3100000US43780,43780,"South Bend-Mishawaka, IN-MI Metro Area",31-33,Manufacturing,2007,0,512,193,20781,975766,15050,31364,621200,3589454,5078046,8722293,158451
3100000US43900,43900,"Spartanburg, SC Metro Area",31-33,Manufacturing,2007,4,462,179,26108,1204897,19708,39852,777901,3992139,7750479,11731761,241116
3100000US44060,44060,"Spokane, WA Metro Area",31-33,Manufacturing,2007,1,589,172,17412,730746,12142,22767,394759,1668004,2236387,3895374,176829
3100000US44100,44100,"Springfield, IL Metro Area",31-33,Manufacturing,2007,2,123,32,3172,137089,2048,3472,68824,324884,359387,683382,24084
3100000US44140,44140,"Springfield, MA Metro Area",31-33,Manufacturing,2007,1,941,308,32853,1501540,22936,45438,862028,4102702,4219933,8264306,258538
3100000US44180,44180,"Springfield, MO Metro Area",31-33,Manufacturing,2007,1,538,139,18405,664649,13590,26452,420879,1790914,2670286,4428787,137738
3100000US44220,44220,"Springfield, OH Metro Area",31-33,Manufacturing,2007,0,182,72,7164,299226,5125,9972,194011,929848,1571753,2494342,68100
3100000US44300,44300,"State College, PA Metro Area",31-33,Manufacturing,2007,2,150,44,4341,180974,2937,5791,100174,585934,627446,1216463,76957
3100000US44700,44700,"Stockton, CA Metro Area",31-33,Manufacturing,2007,1,585,231,23442,938575,17925,35177,616386,4055329,4242425,8272476,242016
3100000US44940,44940,"Sumter, SC Metro Area",31-33,Manufacturing,2007,0,82,40,7707,253336,6448,12378,200141,908658,1031859,1921957,126572
3100000US45060,45060,"Syracuse, NY Metro Area",31-33,Manufacturing,2007,1,633,229,29539,1467192,20252,40242,799088,4487124,6291068,10634187,261758
3100000US45220,45220,"Tallahassee, FL Metro Area",31-33,Manufacturing,2007,0,152,37,4293,177656,2602,5113,79769,491823,536069,1027427,34060
3100000US45300,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",31-33,Manufacturing,2007,1,2323,550,65945,2762980,43177,86713,1432472,9259334,9329384,18564577,568817
3100000US45460,45460,"Terre Haute, IN Metro Area",31-33,Manufacturing,2007,1,190,69,11628,519326,9004,18129,368855,1961923,2559082,4552632,144685
3100000US45500,45500,"Texarkana, TX-Texarkana, AR Metro Area",31-33,Manufacturing,2007,3,94,26,4825,233023,3794,7489,166987,869120,1572928,2442067,49662
3100000US45780,45780,"Toledo, OH Metro Area",31-33,Manufacturing,2007,0,927,347,49565,2557947,36801,79585,1748292,8162353,20751848,28585107,742131
3100000US45820,45820,"Topeka, KS Metro Area",31-33,Manufacturing,2007,0,156,52,6810,300066,5213,14203,214654,1427419,989309,2418150,105584
3100000US45940,45940,"Trenton-Ewing, NJ Metro Area",31-33,Manufacturing,2007,3,293,94,9352,420064,5890,11880,D,D,D,D,73257
3100000US46060,46060,"Tucson, AZ Metro Area",31-33,Manufacturing,2007,1,760,178,30567,1876968,14763,29025,566594,6644885,3819153,10365206,238045
3100000US46140,46140,"Tulsa, OK Metro Area",31-33,Manufacturing,2007,0,1448,458,55034,2496465,38294,80124,1477737,9268120,12612388,21574597,667507
3100000US46220,46220,"Tuscaloosa, AL Metro Area",31-33,Manufacturing,2007,0,171,62,14378,755852,11429,22809,583402,2336057,8779569,11142212,282736
3100000US46340,46340,"Tyler, TX Metro Area",31-33,Manufacturing,2007,1,224,78,10737,474481,7758,15277,302084,3225893,2198268,5423538,132442
3100000US46540,46540,"Utica-Rome, NY Metro Area",31-33,Manufacturing,2007,1,329,112,13713,546994,9914,19283,319789,1579041,2243834,3798155,68544
3100000US46660,46660,"Valdosta, GA Metro Area",31-33,Manufacturing,2007,0,128,49,4881,180125,3795,8624,127369,788573,1532933,2326416,49877
3100000US46700,46700,"Vallejo-Fairfield, CA Metro Area",31-33,Manufacturing,2007,0,296,94,10357,578901,7123,14554,344631,2841968,5847350,8377320,203691
3100000US47020,47020,"Victoria, TX Metro Area",31-33,Manufacturing,2007,0,99,22,5007,346620,3374,7422,207789,2480990,9588626,11902872,266392
3100000US47220,47220,"Vineland-Millville-Bridgeton, NJ Metro Area",31-33,Manufacturing,2007,1,175,75,9037,341635,6665,12940,226956,1146179,1500212,2591390,83875
3100000US47260,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",31-33,Manufacturing,2007,0,1000,301,57622,2588415,38167,85318,1360901,8050016,8202251,16143380,976653
3100000US47300,47300,"Visalia-Porterville, CA Metro Area",31-33,Manufacturing,2007,2,278,95,12443,458341,9473,19433,307884,1482700,3531705,5015960,141957
3100000US47380,47380,"Waco, TX Metro Area",31-33,Manufacturing,2007,0,255,92,13971,550422,10505,21628,356270,3806750,2171446,5888916,98303
3100000US47580,47580,"Warner Robins, GA Metro Area",31-33,Manufacturing,2007,0,64,14,2511,97227,1914,3146,62752,D,D,1422893,92090
3100000US47900,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",31-33,Manufacturing,2007,1,2453,580,63946,3312468,38093,75621,1503587,10529764,7010261,17576747,507778
3100000US47940,47940,"Waterloo-Cedar Falls, IA Metro Area",31-33,Manufacturing,2007,0,215,83,15137,652387,11168,23479,444220,3442201,3312749,6723861,112667
3100000US48140,48140,"Wausau, WI Metro Area",31-33,Manufacturing,2007,0,250,102,18678,765589,14581,28933,537774,1988306,D,D,149538
3100000US48260,48260,"Weirton-Steubenville, WV-OH Metro Area",31-33,Manufacturing,2007,1,83,43,8433,428291,6818,13118,330668,1308430,4233226,5466955,99565
3100000US48300,48300,"Wenatchee, WA Metro Area",31-33,Manufacturing,2007,0,121,20,2168,88277,1648,3339,61392,408949,289065,700729,24690
3100000US48540,48540,"Wheeling, WV-OH Metro Area",31-33,Manufacturing,2007,2,129,29,3032,122062,2335,4706,85730,434521,557441,994222,28874
3100000US48620,48620,"Wichita, KS Metro Area",31-33,Manufacturing,2007,0,724,255,60130,3212510,40285,80984,1874870,11841031,13905574,25390856,867696
3100000US48660,48660,"Wichita Falls, TX Metro Area",31-33,Manufacturing,2007,1,155,41,6336,271652,4992,10192,192553,758266,817789,1548771,44670
3100000US48700,48700,"Williamsport, PA Metro Area",31-33,Manufacturing,2007,1,183,73,10240,408661,7440,15058,252898,1803773,1573315,3358208,107997
3100000US48900,48900,"Wilmington, NC Metro Area",31-33,Manufacturing,2007,1,312,75,9167,441890,6896,14047,300360,2305907,2557785,4808680,171417
3100000US49020,49020,"Winchester, VA-WV Metro Area",31-33,Manufacturing,2007,2,128,66,8970,D,D,14562,234086,D,D,3459934,97842
3100000US49180,49180,"Winston-Salem, NC Metro Area",31-33,Manufacturing,2007,0,480,171,24818,1095578,18455,36972,691780,11079373,7683151,18942745,215723
3100000US49340,49340,"Worcester, MA Metro Area",31-33,Manufacturing,2007,1,1099,383,39334,1953911,24885,50994,960081,6212440,4479034,10706055,313154
3100000US49420,49420,"Yakima, WA Metro Area",31-33,Manufacturing,2007,1,255,79,8696,304429,6855,12982,206858,1042847,1654648,2686079,69774
3100000US49620,49620,"York-Hanover, PA Metro Area",31-33,Manufacturing,2007,1,600,266,38016,1669791,27257,53487,1004744,6311505,5994762,11957398,283904
3100000US49660,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",31-33,Manufacturing,2007,0,840,306,37611,1879946,28695,57665,1325958,4987444,9679526,14779689,332265
3100000US49700,49700,"Yuba City, CA Metro Area",31-33,Manufacturing,2007,1,116,32,2470,94639,1860,3987,59535,408989,303197,664868,17619
3100000US49740,49740,"Yuma, AZ Metro Area",31-33,Manufacturing,2007,1,82,18,2856,87989,2362,4531,66286,350552,530376,891604,13760
